,0
0,0.0006605676864307275
1,0.0004795771082774626
2,0.00044916375537773316
3,0.0004246228448334581
4,0.00038128517081640787
5,0.0003500952163608564
6,0.0003249706012941964
7,0.0002924654527631844
8,0.00027083316624829145
9,0.00025095532464449496
10,0.00023746140360270948
11,0.0002417971490954543
12,0.00022989501803912817
13,0.00021498797375562402
14,0.0002078031671969073
15,0.00020444652166380363
16,0.00020821908612054293
17,0.00020715454758354847
18,0.0001900069328257814
19,0.0001846136690975031
20,0.00018421650126204363
21,0.0002017808087543355
22,0.00019001583103466597
23,0.00017025805918467402
24,0.00016852459503273893
25,0.00017551571810691587
26,0.0001663899856297953
27,0.0001599697224586555
28,0.00015600719146095538
29,0.00015973431051625854
30,0.00014709488253312404
31,0.00014201746405075903
32,0.00013893678111117134
33,0.00013826519626691504
34,0.00013745330687032643
35,0.0001373014878878592
36,0.00013641937567017724
37,0.00013648995620931304
38,0.00013659730691018823
39,0.0001356877230374545
40,0.00013554467849424397
41,0.00013450753588593122
42,0.0001345717355930524
43,0.0001347478497449151
44,0.00013375053152910648
45,0.00013348372555849306
46,0.00013267166620848817
47,0.00013283249418452123
48,0.00013188525533510206
49,0.00013200841012627436
50,0.0001304751153195769
51,0.0001285772572306793
52,0.00012945685920642176
53,0.00012880150223390198
54,0.00012969726936085043
55,0.00012902819728657632
56,0.0001287961089368495
57,0.0001288444802865529
58,0.0001288926592542959
59,0.000128283601388608
60,0.00012778285931976685
61,0.00012850947829562775
62,0.00012811617031128515
63,0.0001285333510416233
64,0.00012802879529500718
65,0.00012865251532783538
66,0.0001280830056085308
67,0.00012819331907098933
68,0.00012851175066128464
69,0.0001282788672734671
70,0.0001275169242807575
71,0.00012871649985882598
72,0.00012775555775393528
73,0.0001276914254891434
74,0.00012756244527275975
75,0.00012710573064500622
76,0.00012829858180707452
77,0.000127391801638163
78,0.0001269418908612721
79,0.00012691162510269254
80,0.0001266566419729773
81,0.0001274339491556608
82,0.00012705188435918537
83,0.0001272042963765956
84,0.0001263153028580155
85,0.00012654569899654637
86,0.00012697766788874815
87,0.00012714062654513568
88,0.00012656119316134385
89,0.0001264381570419282
90,0.00012702063979888207
91,0.00012632351307365883
92,0.0001262185043745259
93,0.00012656667526373113
94,0.00012635145570724475
95,0.00012689738823172796
96,0.00012558822974330984
97,0.00012639545095235053
98,0.00012584097437478322
99,0.00012573852091048203
100,0.00012531049684088205
101,0.00012595526062501012
102,0.00012642550273614215
103,0.00012555815517579453
104,0.00012507413601541554
105,0.00012628528950674083
106,0.00012528036706383914
107,0.0001253010222173683
108,0.00012560090261245078
109,0.00012531981838200836
110,0.0001246607682316003
111,0.0001244836959202138
112,0.0001252834126762765
113,0.0001245964503959383
114,0.00012449630534801866
115,0.00012490787279980333
116,0.00012431381375923998
117,0.0001240898768011546
118,0.00012382438445167264
119,0.0001239006229070746
120,0.00012403415856239094
121,0.00012336132046185757
122,0.00012421100819709043
123,0.00012420827150729278
124,0.00012359180982457474
125,0.00012390989054448045
126,0.00012349898757096125
127,0.00012381700651574082
128,0.0001235743643607669
129,0.0001240693857301326
130,0.00012254130468766986
131,0.00012260522996635382
132,0.0001226665129076438
133,0.00012274801401670137
134,0.00012256458570452958
135,0.0001224359738772447
136,0.00012268440844140124
137,0.00012272700529237333
138,0.00012280222301397137
139,0.00012249060809234197
140,0.00012241948059758698
141,0.00012242939411856405
142,0.00012190371061023725
143,0.00012166470991796397
144,0.00012229242940314317
145,0.00012122158148790303
146,0.00012183474439351063
147,0.00012198539432337105
148,0.00012124568046238113
149,0.00012127981240785402
150,0.00012125955772449443
151,0.00012086140267268974
152,0.00012071127315922337
153,0.00012076499370103588
154,0.00012049092541065847
155,0.00012032630282163531
156,0.00012043136015947412
157,0.00012087202170039397
158,0.00012037102606469111
159,0.0001202464206679908
160,0.0001199210096009902
161,0.00011983454894223996
162,0.00011950620073881616
163,0.00012016234753664438
164,0.00011936595446726993
165,0.00011940256139266519
166,0.0001199067034125572
167,0.00011975317436067504
168,0.00011978190036365871
169,0.0001192852313058987
170,0.00011913496999992512
171,0.00011887555219232534
172,0.00011870844704969817
173,0.00011839599223811298
174,0.00011847231155431883
175,0.00011861079241634178
176,0.00011870558867956413
177,0.00011797546486499634
178,0.00011815419052675706
179,0.00011768535037722395
180,0.00011827627476496984
181,0.00011834798304097325
182,0.00011795971569172604
183,0.00011774867779992479
184,0.00011717797652634405
185,0.00011690577598421033
186,0.00011725204117841516
187,0.00011814622645054417
188,0.0001168819276254697
189,0.00011679948845064924
190,0.00011665308215385952
191,0.00011689908241137577
192,0.00011654350073735329
193,0.0001160191801156513
194,0.0001165190280930922
195,0.00011631537135473165
196,0.00011631891607278984
197,0.00011624534248256734
198,0.00011594074895927697
199,0.00011583079097931904
